Date,Ball_Direction of maximum wind gust,Ball_Maximum temperature (°C),Ball_Minimum temperature (°C),Ball_Speed of maximum wind gust (km/h),Fern_Direction of maximum wind gust,Fern_Maximum temperature (°C),Fern_Minimum temperature (°C),Fern_Speed of maximum wind gust (km/h),Wang_Direction of maximum wind gust,Wang_Maximum temperature (°C),Wang_Minimum temperature (°C),Wang_Speed of maximum wind gust (km/h)
2021-12-01,NW,30.5,17.1,57.0,NW,21.5,8.6,22.0,NNE,15.9,1.2,17.0
2021-12-02,NNW,29.8,12.9,69.0,NNE,24.8,12.8,35.0,SW,18.4,-1.3,13.0
2021-12-03,SSE,20.1,6.1,37.0,NNE,21.7,18.5,54.0,N,18.7,-1.6,19.0
2021-12-04,SSW,17.3,6.7,50.0,E,15.9,8.8,33.0,SE,19.8,-1.4,13.0
2021-12-05,SE,20.0,5.1,54.0,E,22.1,9.5,39.0,NE,19.7,-0.5,28.0
2021-12-06,N,25.2,7.5,56.0,NNE,22.8,15.0,39.0,NNE,21.4,3.8,56.0
2021-12-07,SSW,16.2,10.8,44.0,SSW,12.6,8.9,24.0,NW,14.2,9.1,43.0
2021-12-08,S,14.8,4.3,52.0,E,13.3,6.9,20.0,W,13.7,2.2,31.0
2021-12-09,SSE,16.1,7.1,61.0,SW,17.1,6.0,20.0,SW,14.8,6.3,37.0
2021-12-10,SSE,17.4,6.0,50.0,S,10.4,8.7,19.0,S,12.8,-3.3,15.0
2021-12-11,ESE,19.2,8.7,41.0,ESE,13.4,4.8,41.0,SE,14.6,-3.9,11.0
2021-12-12,SE,26.2,7.5,35.0,ESE,9.6,6.4,57.0,NNE,14.7,-4.2,15.0
2021-12-13,N,29.1,12.9,50.0,ESE,10.4,6.7,37.0,NNW,27.7,6.9,20.0
2021-12-14,SSE,27.7,10.9,37.0,SW,10.0,3.3,46.0,NNW,29.8,9.4,17.0
2021-12-15,SSE,19.8,11.3,35.0,W,9.0,3.5,37.0,NNW,28.6,10.4,26.0
2021-12-16,S,21.2,7.1,37.0,SSW,10.7,3.9,20.0,N,30.5,8.4,19.0
2021-12-17,NW,27.7,5.5,39.0,SE,17.8,6.5,15.0,W,30.2,9.8,19.0
2021-12-18,W,30.3,18.0,48.0,N,20.5,9.1,54.0,NE,28.3,7.7,24.0
2021-12-19,W,17.4,9.7,76.0,WSW,15.8,8.8,28.0,ENE,28.8,11.0,31.0
2021-12-20,WNW,25.2,4.1,44.0,E,14.7,6.8,26.0,N,27.9,10.8,30.0
2021-12-21,S,24.9,8.5,39.0,ESE,15.1,6.0,24.0,SW,21.1,11.7,46.0
2021-12-22,SSE,21.4,10.5,41.0,ESE,20.9,7.9,20.0,SW,20.1,6.5,46.0
2021-12-23,SE,22.9,8.6,37.0,NNE,21.0,12.8,33.0,WSW,14.3,6.1,46.0
2021-12-24,S,28.8,9.5,43.0,E,25.2,14.8,17.0,SW,18.6,2.1,20.0
2021-12-25,S,24.2,12.0,44.0,ESE,12.3,11.6,20.0,N,19.6,0.2,26.0
2021-12-26,SSE,18.6,10.2,61.0,ESE,15.1,9.4,56.0,W,23.3,10.1,44.0
2021-12-27,SSE,19.2,9.0,70.0,E,16.4,7.4,59.0,WNW,20.0,3.3,31.0
2021-12-28,SE,23.1,9.7,57.0,E,20.0,6.4,28.0,SSW,20.2,4.1,24.0
2021-12-29,ESE,28.4,10.6,41.0,N,25.3,9.4,22.0,WSW,20.1,-0.5,28.0
2021-12-30,W,32.7,8.3,37.0,ENE,27.4,16.2,24.0,WSW,20.3,-0.6,24.0
2021-12-31,NNW,35.5,13.6,57.0,NE,17.1,10.8,31.0,NNW,20.9,1.2,35.0
2021-11-01,E,22.4,3.6,31.0,WSW,14.4,10.2,17.0,WSW,21.6,9.0,61.0
2021-11-02,N,26.2,7.4,56.0,NE,18.1,9.5,28.0,SW,16.6,3.2,26.0
2021-11-03,N,18.6,17.3,61.0,WNW,13.7,7.8,44.0,NW,15.7,0.2,26.0
2021-11-04,SE,17.9,9.1,48.0,W,12.7,5.8,30.0,W,18.8,6.4,31.0
2021-11-05,E,24.0,8.7,46.0,NNE,17.3,5.5,41.0,W,18.4,0.8,26.0
2021-11-06,NW,20.8,13.7,56.0,WSW,11.9,6.2,37.0,WSW,19.8,0.1,37.0
2021-11-07,ESE,14.0,9.8,33.0,N,17.0,5.4,28.0,WSW,21.7,-0.6,19.0
2021-11-08,SSE,14.1,5.0,31.0,N,20.7,9.5,31.0,N,22.2,0.1,17.0
2021-11-09,W,17.6,3.3,28.0,SE,12.4,6.6,24.0,N,22.2,0.7,17.0
2021-11-10,SSE,14.3,6.7,39.0,ESE,11.1,3.2,26.0,N,23.0,0.9,15.0
2021-11-11,SE,14.4,3.9,56.0,ESE,16.5,3.4,26.0,NE,23.8,1.3,20.0
2021-11-12,SE,12.0,7.6,74.0,NE,17.3,9.2,41.0,WSW,28.1,9.4,46.0
2021-11-13,SSE,12.7,7.0,44.0,WSW,15.7,4.7,31.0,SW,22.9,9.9,43.0
2021-11-14,SW,11.6,1.0,76.0,W,13.7,6.0,30.0,SW,25.2,4.1,33.0
2021-11-15,SSW,11.3,2.9,57.0,WSW,9.6,7.0,56.0,W,26.9,6.6,41.0
2021-11-16,SSW,11.4,3.9,28.0,WNW,14.9,6.2,22.0,W,25.3,12.9,46.0
2021-11-17,ENE,18.3,2.4,26.0,N,15.1,7.4,24.0,SSW,26.7,4.3,26.0
2021-11-18,NNW,23.8,7.8,70.0,E,13.5,6.2,41.0,NE,29.3,7.4,28.0
2021-11-19,ESE,15.6,8.9,39.0,ESE,20.4,7.3,44.0,SW,27.2,14.6,31.0
2021-11-20,ESE,17.1,7.5,39.0,NNE,21.0,12.0,30.0,WSW,27.4,10.6,39.0
2021-11-21,ESE,16.8,5.2,46.0,NNW,23.1,13.5,22.0,NE,29.8,7.8,20.0
2021-11-22,E,23.3,9.0,48.0,W,11.4,10.0,22.0,N,27.0,9.6,41.0
2021-11-23,NNW,21.4,13.0,46.0,WSW,11.7,6.0,30.0,NNW,30.6,15.3,37.0
2021-11-24,NNW,25.6,14.0,31.0,SW,12.1,5.0,26.0,WSW,35.0,11.7,72.0
2021-11-25,ESE,13.9,12.4,52.0,SSW,18.3,4.5,15.0,S,22.5,11.5,44.0
2021-11-26,E,17.2,7.4,59.0,NNE,21.9,8.7,31.0,WSW,24.7,3.0,22.0
2021-11-27,ENE,17.7,8.5,69.0,ENE,23.7,12.4,69.0,N,27.8,8.5,46.0
2021-11-28,ENE,20.7,8.2,44.0,NE,21.53333333333333,6.7,59.0,NNE,27.0,11.5,30.0
2021-11-29,ENE,25.9,6.3,35.0,None,19.366666666666667,2.5,0.0,SE,28.8,11.3,28.0
2021-11-30,NW,28.3,12.4,35.0,NW,17.2,4.6,19.0,S,26.8,11.6,24.0
2021-10-01,N,17.5,10.4,30.0,NE,19.9,10.3,43.0,SSE,25.5,11.1,28.0
2021-10-02,SSW,17.0,10.3,35.0,NNE,21.2,15.1,63.0,NNE,22.7,16.7,20.0
2021-10-03,NW,14.9,6.7,43.0,NNE,20.4,17.7,61.0,E,21.2,16.6,24.0
2021-10-04,WNW,12.9,5.1,76.0,SE,11.0,6.9,39.0,SSE,20.0,16.6,20.0
2021-10-05,W,14.4,6.7,54.0,WSW,10.3,4.6,31.0,WNW,21.8,16.2,39.0
2021-10-06,NW,17.6,1.1,65.0,W,12.1,5.1,37.0,WNW,22.4,15.5,43.0
2021-10-07,SW,12.4,4.5,61.0,WSW,11.3,6.2,30.0,NNE,22.2,6.7,24.0
2021-10-08,NNW,17.5,1.7,50.0,None,15.4,6.1,0.0,W,23.6,10.8,48.0
2021-10-09,N,19.8,5.3,39.0,NW,19.4,8.8,43.0,W,21.3,5.1,44.0
2021-10-10,S,13.1,3.9,48.0,NW,16.7,7.4,30.0,WSW,23.2,5.3,37.0
2021-10-11,ESE,12.7,0.7,37.0,NE,17.2,8.7,44.0,SSW,24.7,4.2,19.0
2021-10-12,ESE,16.2,4.4,41.0,SW,12.5,4.5,24.0,NNE,26.2,4.6,15.0
2021-10-13,NNE,16.8,9.7,44.0,SSW,11.5,3.3,20.0,SW,26.5,13.3,33.0
2021-10-14,NW,13.5,6.1,46.0,E,12.0,3.5,20.0,SW,28.3,12.7,35.0
2021-10-15,SW,12.1,3.9,57.0,ESE,12.0,3.6,30.0,SW,28.2,9.4,28.0
2021-10-16,SW,12.5,7.6,50.0,NW,13.3,3.3,22.0,NNE,31.3,12.2,46.0
2021-10-17,NNW,15.1,6.7,31.0,N,16.1,7.2,56.0,NNE,25.1,19.6,61.0
2021-10-18,SW,15.7,6.6,37.0,WSW,12.2,8.4,31.0,NNW,26.3,17.5,37.0
2021-10-19,SE,14.8,6.5,44.0,NW,11.9,4.2,39.0,WSW,27.0,11.9,37.0
2021-10-20,E,21.0,6.1,50.0,WSW,10.6,5.6,37.0,SW,28.4,12.5,24.0
2021-10-21,N,22.4,12.9,54.0,W,10.0,1.3,31.0,NE,30.1,12.9,24.0
2021-10-22,N,22.0,8.8,48.0,NW,12.6,5.9,17.0,NE,30.5,14.4,31.0
2021-10-23,SSW,14.8,9.9,43.0,NW,15.9,7.8,28.0,N,32.4,15.5,37.0
2021-10-24,S,13.1,6.0,41.0,WSW,13.3,7.5,37.0,WSW,26.1,20.0,37.0
2021-10-25,SSE,13.0,5.8,44.0,WSW,9.4,2.4,24.0,W,27.9,14.4,43.0
2021-10-26,ESE,18.6,4.3,30.0,E,11.8,3.0,30.0,SW,28.6,11.7,24.0
2021-10-27,N,24.6,5.6,52.0,N,15.4,5.3,28.0,SE,30.2,12.3,28.0
2021-10-28,W,24.3,9.9,61.0,NNE,18.1,8.3,20.0,SSW,30.2,13.3,20.0
2021-10-29,WSW,13.1,7.0,100.0,E,16.0,11.4,44.0,NNE,31.1,16.4,39.0
2021-10-30,WSW,12.8,0.0,48.0,E,14.5,10.9,31.0,N,29.0,14.5,35.0
2021-10-31,NW,17.9,0.7,31.0,WSW,11.0,4.5,19.0,NNE,31.8,14.9,35.0
2021-09-01,N,19.3,4.8,44.0,NNE,11.2,5.1,35.0,W,33.7,16.9,28.0
2021-09-02,N,21.7,9.5,69.0,NE,8.9,5.3,31.0,NW,34.2,16.3,37.0
2021-09-03,NNE,14.3,13.5,50.0,W,9.1,4.0,22.0,SW,27.7,13.3,52.0
2021-09-04,SSE,11.0,6.6,43.0,W,10.1,5.3,26.0,SSW,23.3,11.2,46.0
2021-09-05,WSW,10.8,4.1,46.0,WSW,9.0,6.6,17.0,S,25.0,7.2,31.0
2021-09-06,SSW,13.1,4.7,52.0,WSW,10.5,6.0,17.0,W,27.3,10.4,37.0
2021-09-07,SW,11.7,5.2,46.0,NE,12.1,5.3,17.0,SW,25.5,9.4,31.0
2021-09-08,N,15.8,0.1,41.0,NNE,12.2,6.1,26.0,WSW,25.5,10.4,28.0
2021-09-09,NW,21.0,7.8,67.0,N,13.3,8.0,54.0,SW,30.7,6.6,31.0
2021-09-10,N,16.3,6.3,43.0,N,14.7,9.9,56.0,E,26.4,15.9,26.0
2021-09-11,NNE,15.9,8.8,48.0,NW,11.3,3.4,24.0,NNW,31.0,14.5,44.0
2021-09-12,WNW,11.5,4.2,48.0,NW,12.9,5.6,24.0,ENE,27.4,18.2,33.0
2021-09-13,S,11.8,0.5,50.0,NW,12.7,5.2,24.0,WSW,30.0,14.7,39.0
2021-09-14,SE,12.0,0.3,30.0,NW,14.4,7.0,43.0,S,30.9,12.0,46.0
2021-09-15,SE,12.4,1.6,39.0,W,8.8,6.4,28.0,SSE,29.5,16.2,37.0
2021-09-16,ESE,14.3,3.6,26.0,WSW,8.6,6.3,30.0,ESE,29.7,13.6,37.0
2021-09-17,NNE,18.3,4.9,78.0,NNW,9.7,5.9,19.0,WSW,32.1,10.6,35.0
2021-09-18,W,12.3,5.9,61.0,N,13.2,6.1,24.0,WNW,33.3,11.8,28.0
2021-09-19,NW,14.4,2.4,57.0,NNE,12.4,7.9,46.0,SW,36.4,13.3,35.0
2021-09-20,WSW,10.6,5.5,69.0,NW,14.9,7.7,31.0,N,37.0,15.7,39.0
2021-09-21,S,10.0,1.7,44.0,N,17.2,9.8,46.0,NW,39.7,17.4,48.0
2021-09-22,WSW,15.8,5.1,33.0,NNW,10.6,6.3,54.0,NNW,39.8,12.3,69.0
2021-09-23,NNW,16.4,4.4,41.0,SE,8.5,3.3,31.0,WNW,30.6,18.9,44.0
2021-09-24,W,14.6,5.0,61.0,SE,10.2,3.9,30.0,SW,24.6,8.7,65.0
2021-09-25,S,10.3,3.5,43.0,E,8.6,3.9,28.0,W,23.6,9.4,43.0
2021-09-26,ESE,15.3,-0.7,46.0,E,10.2,3.7,15.0,SW,27.2,11.1,43.0
2021-09-27,N,15.9,1.5,44.0,NNE,13.7,5.9,33.0,SW,30.4,10.8,48.0
2021-09-28,NNW,19.9,5.2,33.0,NE,10.0,6.2,43.0,SW,31.2,13.2,44.0
2021-09-29,SE,16.5,11.1,46.0,N,13.1,5.5,41.0,NNW,31.9,7.1,26.0
2021-09-30,ESE,15.8,10.7,37.0,NE,15.8,8.6,48.0,NNW,34.5,9.8,37.0
2021-08-01,W,11.2,2.1,35.0,NE,13.8,8.6,28.0,WSW,38.2,12.1,46.0
2021-08-02,N,11.3,3.6,59.0,NE,10.9,8.4,44.0,W,37.6,13.6,41.0
2021-08-03,SW,9.7,2.5,54.0,N,5.8,3.0,33.0,N,39.4,13.4,30.0
2021-08-04,WSW,10.7,4.5,46.0,NW,6.4,3.1,37.0,NNW,41.4,14.6,57.0
2021-08-05,WSW,11.3,6.6,41.0,NW,7.7,4.0,15.0,W,30.7,21.0,50.0
2021-08-06,WSW,10.8,7.2,39.0,WNW,7.4,3.3,15.0,SE,33.4,13.5,33.0
2021-08-07,SW,11.4,4.5,39.0,WNW,8.8,3.5,13.0,N,26.7,17.3,35.0
2021-08-08,N,11.8,-0.2,28.0,ENE,8.8,2.5,13.0,NE,21.6,17.6,39.0
2021-08-09,NNW,12.2,2.0,35.0,SE,10.1,4.0,13.0,W,30.0,18.3,41.0
2021-08-10,NNE,13.9,2.6,69.0,ESE,10.3,3.9,15.0,NE,31.7,12.6,28.0
2021-08-11,NNE,10.0,7.4,52.0,N,12.1,5.5,35.0,WSW,31.4,12.8,80.0
2021-08-12,NW,12.4,3.7,35.0,NNE,11.6,7.8,52.0,WSW,23.8,8.6,41.0
2021-08-13,WNW,13.5,3.3,41.0,NNW,10.2,6.5,28.0,WSW,27.8,5.1,30.0
2021-08-14,NNW,13.2,1.4,37.0,NNE,9.8,6.1,50.0,None,29.8,6.5,0.0
2021-08-15,NW,14.7,3.8,56.0,N,11.2,6.3,30.0,N,31.0,6.6,69.0
2021-08-16,WSW,11.2,6.9,52.0,N,7.9,6.8,31.0,WNW,21.1,10.2,59.0
2021-08-17,SW,11.3,6.9,33.0,NW,7.7,3.7,33.0,W,18.7,12.5,67.0
2021-08-18,N,12.8,1.8,33.0,W,8.6,3.4,26.0,SSW,20.2,7.8,39.0
2021-08-19,N,13.6,3.1,41.0,WNW,8.0,5.7,28.0,WSW,27.9,4.5,26.0
2021-08-20,N,13.2,5.9,56.0,W,6.7,6.3,39.0,SSE,29.2,9.2,44.0
2021-08-21,NNW,14.8,4.3,44.0,W,7.5,2.7,28.0,N,28.7,5.8,30.0
2021-08-22,N,17.0,5.6,67.0,NNE,7.9,3.5,39.0,NE,28.6,12.1,35.0
2021-08-23,NW,10.0,5.9,44.0,N,6.7,4.2,30.0,NE,29.4,10.5,39.0
2021-08-24,S,9.9,1.3,48.0,N,8.1,3.7,46.0,NNW,33.3,12.1,30.0
2021-08-25,SSE,10.1,4.5,50.0,NW,8.3,1.8,35.0,NNE,35.2,11.7,30.0
2021-08-26,SE,9.8,1.6,35.0,NW,10.7,2.2,39.0,S,32.1,19.9,26.0
2021-08-27,WNW,13.3,-1.4,24.0,N,12.9,8.2,69.0,NW,34.5,17.3,48.0
2021-08-28,N,13.6,-0.4,52.0,N,11.9,9.4,48.0,SW,25.7,15.6,54.0
2021-08-29,NNE,12.6,5.8,50.0,NNW,10.3,3.0,37.0,SW,27.0,7.6,39.0
2021-08-30,N,14.2,2.1,50.0,NE,10.6,4.8,52.0,WSW,28.0,8.1,37.0
2021-08-31,NNW,19.8,6.5,61.0,N,13.6,7.3,61.0,N,29.4,8.6,54.0
2021-07-01,NNE,11.8,8.0,41.0,N,12.7,7.8,28.0,W,24.1,14.8,57.0
2021-07-02,NNE,10.1,8.0,48.0,N,15.7,8.9,26.0,W,28.0,12.9,37.0
2021-07-03,N,6.3,2.8,39.0,N,14.7,8.8,20.0,SW,27.2,7.8,44.0
2021-07-04,WNW,9.1,2.6,50.0,WSW,8.3,6.4,30.0,SE,29.0,7.9,28.0
2021-07-05,W,9.2,5.2,33.0,NW,9.4,2.0,33.0,NW,31.7,7.1,37.0
2021-07-06,NNW,8.7,4.9,22.0,N,10.4,5.1,31.0,SW,36.3,10.2,65.0
2021-07-07,NNW,9.5,3.8,26.0,N,11.8,8.8,52.0,WSW,27.2,13.4,41.0
2021-07-08,N,8.5,-2.4,24.0,NNE,7.4,5.3,46.0,SW,29.3,9.4,30.0
2021-07-09,SE,11.1,-2.1,24.0,SE,10.2,3.9,65.0,NNW,31.6,10.4,26.0
2021-07-10,SE,13.1,-0.7,26.0,SE,10.4,5.3,63.0,ESE,34.1,14.9,41.0
2021-07-11,NNE,10.4,-1.0,52.0,ESE,11.2,6.3,31.0,S,26.2,7.2,24.0
2021-07-12,N,11.7,5.6,54.0,None,10.5,7.8,0.0,NE,27.4,8.0,17.0
2021-07-13,N,11.1,5.6,44.0,None,11.1,7.825,0.0,NNW,28.8,8.8,31.0
2021-07-14,NNE,9.6,6.6,54.0,None,12.0,7.85,0.0,WSW,24.1,10.5,33.0
2021-07-15,NNW,12.5,6.6,48.0,None,11.8,7.875,0.0,SSW,19.5,10.3,54.0
2021-07-16,N,10.9,6.6,46.0,None,12.0,7.9,0.0,WSW,22.7,1.9,35.0
2021-07-17,SW,8.9,3.5,48.0,N,8.6,5.5,17.0,S,22.5,7.6,35.0
2021-07-18,WSW,9.1,4.2,37.0,SE,9.2,3.9,35.0,SSE,24.5,4.5,24.0
2021-07-19,NNW,9.7,4.3,37.0,ESE,10.8,6.0,31.0,NE,27.7,6.0,24.0
2021-07-20,SSW,7.5,5.5,65.0,E,10.3,6.0,37.0,NE,30.4,6.9,37.0
2021-07-21,WSW,8.9,1.0,31.0,NNW,11.3,4.9,19.0,NW,31.7,10.5,57.0
2021-07-22,N,6.4,1.3,57.0,None,12.2,5.8,0.0,NW,27.9,16.2,43.0
2021-07-23,N,7.1,3.6,56.0,None,12.1,8.6,0.0,WNW,24.0,10.7,37.0
2021-07-24,WNW,9.9,4.1,72.0,N,12.0,8.7,44.0,WNW,25.9,5.7,35.0
2021-07-25,WNW,8.6,1.3,50.0,N,8.0,6.9,31.0,N,34.1,6.4,57.0
2021-07-26,NNW,12.4,3.3,56.0,NW,8.4,6.1,26.0,N,28.5,17.9,48.0
2021-07-27,N,13.5,5.3,70.0,NW,11.5,4.2,19.0,W,23.8,8.1,44.0
2021-07-28,W,11.3,6.9,74.0,NW,11.4,4.6,9.0,E,29.4,5.7,28.0
2021-07-29,N,10.8,1.7,43.0,N,12.4,5.2,30.0,N,33.3,10.1,31.0
2021-07-30,NNE,10.4,2.6,67.0,NNE,13.1,8.6,35.0,None,35.4,10.2,0.0
2021-07-31,NNE,13.8,5.2,63.0,NE,20.1,14.3,26.0,SW,35.8,10.9,35.0
2021-06-01,N,13.4,5.6,39.0,NNE,21.2,15.5,37.0,WSW,34.5,19.8,69.0
2021-06-02,NNE,15.9,5.3,33.0,SSE,14.0,10.4,24.0,SW,26.5,18.2,63.0
2021-06-03,SSW,15.1,6.5,24.0,ESE,11.7,8.0,31.0,WSW,26.6,10.2,35.0
2021-06-04,SW,10.1,6.3,39.0,E,13.8,6.5,39.0,NE,30.8,10.7,35.0
2021-06-05,N,9.2,-1.6,46.0,E,19.3,7.6,22.0,WSW,33.7,13.4,41.0
2021-06-06,NNW,13.4,2.7,43.0,NW,19.5,12.9,17.0,NNW,37.2,11.5,31.0
2021-06-07,NNE,14.4,7.3,67.0,W,15.5,10.7,13.0,NNW,37.8,17.0,39.0
2021-06-08,SW,9.1,6.4,46.0,N,15.6,9.1,33.0,W,24.6,20.3,67.0
2021-06-09,S,10.3,4.6,80.0,N,12.2,11.0,37.0,NE,32.4,8.8,33.0
2021-06-10,S,10.5,7.2,80.0,E,11.3,6.6,43.0,WNW,17.2,8.5,31.0
2021-06-11,SE,14.2,4.6,46.0,ESE,15.6,5.8,43.0,NNE,22.9,1.3,37.0
2021-06-12,WSW,12.0,5.6,33.0,NW,12.3,8.4,35.0,NE,26.7,5.8,35.0
2021-06-13,WSW,11.4,4.7,15.0,WSW,10.1,3.5,22.0,NNE,29.1,6.4,46.0
2021-06-14,N,12.1,5.4,28.0,WSW,8.7,3.8,46.0,N,19.6,16.1,30.0
2021-06-15,NE,10.3,3.8,46.0,NW,9.7,3.0,24.0,NNE,16.5,9.9,17.0
2021-06-16,NNE,10.8,8.3,54.0,WSW,10.9,5.5,24.0,NNE,17.5,12.3,20.0
2021-06-17,N,9.8,4.9,26.0,NW,11.3,5.3,19.0,NW,17.8,13.8,54.0
2021-06-18,SSW,11.7,6.2,43.0,NW,12.9,7.6,28.0,W,16.9,10.9,43.0
2021-06-19,SSE,12.0,6.5,39.0,NNW,12.5,8.9,30.0,W,21.7,2.0,30.0
2021-06-20,S,11.5,3.4,35.0,WNW,15.9,5.5,7.0,SSW,21.6,3.7,33.0
2021-06-21,N,11.1,-1.3,31.0,NNW,14.9,7.3,30.0,NNE,24.1,2.8,22.0
2021-06-22,NNE,10.1,0.6,52.0,NE,16.1,9.1,13.0,WSW,26.5,5.2,20.0
2021-06-23,N,9.8,7.1,63.0,N,14.7,10.6,43.0,NE,26.3,7.9,20.0
2021-06-24,NNE,10.7,7.1,57.0,N,15.8,12.3,56.0,WSW,24.9,8.0,43.0
2021-06-25,N,11.9,7.5,37.0,WNW,10.5,7.7,33.0,NNE,22.8,10.3,20.0
2021-06-26,WNW,9.2,6.1,37.0,W,9.1,4.9,30.0,NNW,20.6,14.5,26.0
2021-06-27,N,12.8,5.1,30.0,SW,8.6,5.3,26.0,SW,20.9,7.9,37.0
2021-06-28,N,10.8,-0.5,28.0,E,8.8,5.5,22.0,SW,21.2,4.5,20.0
2021-06-29,N,12.6,0.6,48.0,ESE,12.3,3.3,13.0,N,22.5,4.9,30.0
2021-06-30,NNE,12.2,7.1,50.0,N,11.9,6.3,24.0,SSW,23.2,6.6,22.0
2021-05-01,N,20.4,7.7,41.0,WNW,25.6,12.2,22.0,SSE,25.8,6.4,19.0
2021-05-02,N,23.1,13.6,50.0,NE,27.0,16.7,11.0,NE,24.4,9.3,44.0
2021-05-03,WSW,14.9,6.1,59.0,NNE,26.9,18.5,31.0,SW,20.4,15.2,52.0
2021-05-04,S,9.5,5.7,61.0,NW,25.9,16.7,20.0,S,19.8,5.8,41.0
2021-05-05,SE,14.9,4.7,50.0,SE,15.7,10.7,28.0,SSE,20.2,10.0,30.0
2021-05-06,SE,20.7,7.2,50.0,ESE,14.8,9.5,33.0,E,21.4,10.1,24.0
